id,ExpNum,Inv,MU,Plot,Month,Year,TreeNum,HT,BLC,Rad0,Rad90,Rad180,Rad270,Comments
5487,1,12,30,73,10,2011,2000,55.9,23,8.11,7.3,8.9,11.2,
5605,1,12,30,81,10,2011,45200,55.9,18.1,4.7,5.7,5.1,6.1,
6311,1,13,6,53,8,2010,42700,55.9,13.5,11.5,11.5,11.7,5.9,
1043,1,20,16,11,8,2005,72400,56,7.5,10.8,13.3,8.9,13.8,
1860,1,15,20,44,10,2008,95200,56,15.6,9.2,0,9.5,7.4,
3256,1,13,23B,22,8,2011,60300,56,28.6,5.1,5.9,6,5.9,WT
4215,1,13,28,12,8,2007,34200,56,18.6,8,11.5,3.5,9.9,
4397,1,13,28,51,8,2007,35000,56,20.9,5.5,16.7,8.3,5.7,
5649,1,12,30,83,10,2011,12400,56,24.7,9.3,9.7,6.9,9.2,
5758,1,11,32A,13,7,2009,23100,56,28.7,9.2,4.5,4.1,8.6,
7227,1,25,9,23,8,2013,64800,56,18.3,10.4,11.3,11,12.6,
399,1,17,12,32,8,2014,54000,56.1,15.3,6.1,6.6,6.5,9.6,
474,1,17,12,43,8,2014,14800,56.1,31.4,8,4.3,6.9,6.6,lean
1069,1,22,16,11,6,2011,32600,56.1,24.6,5.9,6.2,5.2,5.3,lean
1397,1,20,16,56,8,2005,2200,56.1,28,6.3,5.8,6.1,5.4,Forked top
1552,1,13,17,14,6,2005,2900,56.1,26.1,7.5,5.9,3.3,4.5,
2134,1,12,22,31,8,2014,700,56.1,14,2.1,2.6,10.4,7.9,
7090,1,25,9,21,8,2013,2900,56.1,13,11.5,8,7.4,19.1,
7462,1,22,9,32,9,2008,44700,56.1,10.7,5.1,11.1,10.4,9.9,
165,1,15,12,12,6,2004,33900,56.2,29,5.4,1.1,4.1,4.5,
437,1,15,12,32,6,2004,35100,56.2,16.1,3.8,9.1,9.4,8.8,
1042,1,20,16,11,8,2005,72300,56.2,13.9,5.5,12.4,16.4,13.1,
1163,1,20,16,22,8,2005,81300,56.2,19.4,9.6,14.4,11.5,2.2,
1280,1,20,16,31,8,2005,81500,56.2,8.2,11.2,9.5,9.8,11.6,Broken top
3475,1,13,24,22,8,2005,85200,56.2,7.3,5.3,9.4,12.2,6.3,"Broken Top, Forked Top"
4176,1,13,27,64,7,2007,42200,56.2,6.3,6.9,4.9,9.9,9.3,
5566,1,12,30,73,10,2011,93900,56.2,21,8.7,7.1,5.7,6,WT
5579,1,12,30,81,10,2011,13500,56.2,25.2,2.5,10,8.8,0.8,Lean
5960,1,11,32B,83,7,2009,23600,56.2,15.6,1.8,0,5.6,19.4,
7366,1,25,9,32,8,2013,64200,56.2,32.1,4.5,3.3,6.6,6.1,
1326,1,20,16,34,8,2005,22100,56.3,19.9,1,6.8,10.2,7.5,
2079,1,12,21,34,11,2011,44500,56.3,24,9.1,5.3,7.8,8.9,
3241,1,13,23B,22,8,2011,45400,56.3,30.2,10.6,10.9,7.9,4.1,WT
3284,1,13,23B,22,8,2011,75600,56.3,27.1,5.4,5.4,2.5,6.1,WT
3327,1,13,23B,31,8,2011,10300,56.3,30.9,10.3,3.6,1.1,3.4,Lean
3344,1,13,23B,31,8,2011,24000,56.3,26,5.2,4.5,3.6,3,
4134,1,13,27,61,7,2007,93700,56.3,25.9,56.3,7.8,4.7,5.6,note from DM: Rad0 value unlikely
4252,1,13,28,22,8,2007,24400,56.3,20.9,1.5,1.4,8.5,10.9,
4331,1,13,28,31,8,2007,84400,56.3,17.6,7,4.7,16.2,13.6,
5509,1,12,30,73,10,2011,31100,56.3,19.1,10.2,8.1,8.7,9.1,
5742,1,11,32A,4,7,2009,93800,56.3,35.7,6,4.4,6.6,8,
7418,1,20,9,32,6,2003,64800,56.3,15.8,10.9,10.9,6.9,10.2,
255,1,17,12,23,8,2014,4000,56.4,22,,,,,"Water in plot, no measurements"
1448,1,20,16,56,8,2005,74900,56.4,8.6,5.1,5.5,12.4,15,Broken Top
3516,1,13,24,31,8,2005,62500,56.4,26.2,8.5,11,6.5,3.2,
4086,1,13,27,33,7,2007,81500,56.4,24.3,12.3,10,9,9.6,
4384,1,13,28,51,8,2007,25000,56.4,26.3,10.6,10.4,8.2,8.2,
5540,1,12,30,73,10,2011,64400,56.4,28.8,2.7,2,6,8.7,Lean
5988,1,11,32B,83,7,2009,94400,56.4,36.5,7.9,4,3.4,7.1,
185,1,15,12,12,6,2004,85200,56.5,15.6,14.1,9.7,14,15.9,
359,1,15,12,23,6,2004,51900,56.5,22.8,9.7,9.7,9,8.7,
534,1,15,12,43,6,2004,33000,56.5,11.7,8.6,5.9,5.1,6.7,
2080,1,12,21,34,11,2011,44600,56.5,18.5,7.11,5.2,5.9,6.1,
5572,1,12,30,81,10,2011,3400,56.5,24.6,0,0,9.11,8.8,"RM clump with #035, 038, 039"
5704,1,11,32A,4,7,2009,1900,56.5,19.2,12.1,7.1,0.8,6.2,
6171,1,13,6,12,8,2010,63500,56.5,15.1,12.7,17.2,10.8,7.4,
7339,1,25,9,32,8,2013,14000,56.5,17.8,9.6,9.3,8.8,5.3,
87,1,13,10,34,8,2010,14700,56.6,23.6,10.6,9.3,6.1,4.1,Lean
3288,1,13,23B,22,8,2011,76300,56.6,30.3,3.7,3.8,2.9,1.4,
3470,1,13,24,22,8,2005,74100,56.6,22.6,1.7,3.2,4.3,7.3,
5521,1,12,30,73,10,2011,44000,56.6,20.8,6.3,8.3,5,7.6,WT
1408,1,20,16,56,8,2005,13500,56.7,19,2.1,4.7,8.8,6.6,
1477,1,22,16,56,6,2011,15000,56.7,19.7,5.5,6,3.7,5.1,
1617,1,13,17,31,6,2005,52100,56.7,32.6,7.1,4,3.9,5.2,Broken top
3601,1,13,24,43,8,2005,33000,56.7,10.2,6.2,5.1,6.8,8.4,
4197,1,13,27,64,7,2007,93800,56.7,26.4,8.7,7.5,4.3,7.2,
4454,1,13,28,63,8,2007,43500,56.7,16.7,10.1,13.6,10.5,6.7,
5101,1,13,29B,11,7,2011,83900,56.7,21,4.6,6.1,2.2,1.4,
5439,1,12,30,51,10,2011,33000,56.7,25.5,7,7.7,6.3,6.7,
7094,1,25,9,21,8,2013,12700,56.7,47.7,8.7,2.8,2.8,5.8,
7106,1,25,9,21,8,2013,34100,56.7,29,8.1,4.5,2,4.6,
7133,1,20,9,21,6,2003,14800,56.7,10.8,15.8,11,6.8,16.9,
184,1,15,12,12,6,2004,85100,56.8,17.3,14.1,16.6,2.9,2,
524,1,15,12,43,6,2004,2500,56.8,22,12.9,8.4,2,5.9,
1358,1,22,16,34,6,2011,3200,56.8,25.5,10.4,9.6,14.8,6.8,
1904,1,15,20,55,10,2008,13900,56.8,32.5,12.5,4.9,9.4,0,
3453,1,13,24,22,8,2005,34000,56.8,16.2,11.4,7.7,3.9,6.3,
4076,1,13,27,33,7,2007,55100,56.8,25.1,10.6,10.1,12.9,4.5,
5246,1,12,30,13,10,2011,2200,56.8,24.9,5.1,6.6,4.1,5.6,Lean
5574,1,12,30,81,10,2011,3800,56.8,21,0.9,8.5,12.9,1.6,"RM clump with #034, 035, 039"
5849,1,11,32B,72,7,2009,22900,56.8,16.3,7.1,6.1,9,7.5,
7212,1,25,9,23,8,2013,24700,56.8,9.9,6.5,2.9,20,14.1,West-Guess
1228,1,22,16,22,6,2011,32400,56.9,27.8,6.3,4.6,6.9,6.9,
1242,1,22,16,22,6,2011,81900,56.9,12.9,2,3.3,15.7,3.9,
1472,1,22,16,56,6,2011,13600,56.9,26.8,3.3,4.1,6.7,3.9,
1608,1,13,17,31,6,2005,4000,56.9,14.4,7.6,8.7,7.6,13.2,Broken top
1623,1,13,17,31,6,2005,65200,56.9,23.9,7.3,5.9,6.9,4,Broken top
2104,1,12,21,34,11,2011,72500,56.9,30.1,4.5,5.9,9.9,7.4,Top lean/sweep
3296,1,13,23B,22,8,2011,84400,56.9,31.5,7.4,4.9,8.1,7.6,WT
3631,1,13,24,43,8,2005,73100,56.9,30.9,7.8,2.1,0.8,14,
5533,1,12,30,73,10,2011,60900,56.9,20.1,4.4,9.5,8,8.2,Sweep
461,1,15,12,32,6,2004,94300,57,20.4,12.4,15.1,10.9,5.6,
865,1,13,15,11,8,2007,15100,57,16.5,3,12.3,6.6,8,
1754,1,15,20,35,10,2008,35100,57,16.4,6,15.4,5.8,4.1,
2069,1,12,21,34,11,2011,24900,57,38.1,6.3,3.5,3,3.3,
3119,1,13,23B,13,8,2011,36300,57,33.8,7.7,3.2,3.6,4.4,
3192,1,13,23B,22,8,2011,5300,57,28,4.6,5.2,8.9,11.7,
3292,1,13,23B,22,8,2011,81700,57,35,6.1,8.2,0.9,2.3,WT
4362,1,13,28,43,8,2007,71500,57,22.7,7.2,0,6.4,12.2,
159,1,15,12,12,6,2004,15200,57.1,16.3,5.4,7.5,9.3,3.9,
1268,1,20,16,31,8,2005,53400,57.1,35.2,1.8,5.2,5.3,5.5,
1273,1,20,16,31,8,2005,63900,57.1,11.3,7.3,5.2,15.8,11.8,
1434,1,20,16,56,8,2005,44500,57.1,9.1,9.9,13.1,12.7,5.4,
1515,1,22,16,56,6,2011,85200,57.1,19.6,6.8,4.7,5.4,6.2,
7238,1,25,9,23,8,2013,82500,57.1,19.7,11.5,6.2,2.8,6.1,
7334,1,25,9,32,8,2013,4700,57.1,17.9,8.1,7.1,3.1,5.7,
1460,1,22,16,56,6,2011,1100,57.2,29.9,3.2,2.7,1.2,5,
1946,1,12,21,13,11,2011,4100,57.2,21.2,6.11,6.7,8.7,7.6,
3351,1,13,23B,31,8,2011,31900,57.2,27.8,4.8,5.2,6.8,6.1,Lean
5274,1,12,30,13,10,2011,33700,57.2,26.4,2.11,4,7.4,6.9,Lean South
5312,1,12,30,13,10,2011,81800,57.2,12,13.8,8.11,11.8,13.7,
7174,1,22,9,21,9,2008,33600,57.2,28.8,4.4,3.8,7.5,10.2,
287,1,17,12,23,8,2014,54700,57.3,17.2,5.3,5.9,8.7,3.9,
1751,1,15,20,35,10,2008,32500,57.3,19.3,8.9,12.2,15.4,8.1,
2047,1,12,21,34,11,2011,4800,57.3,21.5,0,8.8,10.1,0,Top lean SE
2074,1,12,21,34,11,2011,35400,57.3,33.6,6.1,6.3,5.4,6.7,
3291,1,13,23B,22,8,2011,76700,57.3,23,3.4,2.7,6.7,4.1,Lean
4297,1,13,28,31,8,2007,11000,57.3,37.4,2.4,4.9,3.3,5.9,
7177,1,22,9,21,9,2008,44300,57.3,31.9,9.1,9.5,0,0,Lean East/Northeast
489,1,17,12,43,8,2014,53000,57.4,13.4,7,6.5,7.9,5.2,
1862,1,15,20,51,10,2008,3500,57.4,31,13,7.3,10.4,8,
4098,1,13,27,34,7,2007,61900,57.4,17.9,10.11,17.7,17.1,14.9,
404,1,17,12,32,8,2014,62700,57.5,25.5,8.1,2,6.3,9.2,
3210,1,13,23B,22,8,2011,22600,57.5,34.2,6.3,5,4.5,7.7,"TH - guess, WT"
5922,1,11,32B,73,7,2009,55200,57.5,32.5,4.4,6.2,11.2,10.1,
7201,1,25,9,23,8,2013,4600,57.5,31.9,6.4,-1.7,-2,10.1,
1068,1,22,16,11,6,2011,32500,57.6,25.1,7.4,6.1,6.8,8,
1825,1,15,20,44,10,2008,2900,57.6,30.9,8.9,5.6,7.7,13.7,
2111,1,12,21,34,11,2011,84300,57.6,25.2,5.6,4,5.7,4.7,
3448,1,13,24,22,8,2005,32700,57.6,16.2,4.4,3.3,2.7,6.9,Broken top
3555,1,13,24,41,8,2005,24900,57.6,11.8,7,9.8,5.8,4,
5906,1,11,32B,73,7,2009,44200,57.6,40,11.7,0,1.7,0,
1388,1,22,16,34,6,2011,81100,57.7,16.1,9.4,5.9,10.2,8,
1942,1,12,21,13,11,2011,2300,57.7,28.8,4.9,3,7.6,5.2,
2121,1,12,21,34,11,2011,94800,57.7,27.2,2.3,9.11,7.6,5.11,Top lean South
3277,1,13,23B,22,8,2011,72400,57.7,34.9,2.1,5.2,5.5,5,
5589,1,12,30,81,10,2011,24800,57.7,25,10.1,5.11,6.11,7.11,
5713,1,11,32A,4,7,2009,24600,57.7,43.9,4.9,9.8,7,6.2,
6272,1,13,6,42,8,2010,33200,57.7,7.2,12.4,16.6,18.7,14.1,
7198,1,25,9,23,8,2013,4000,57.7,34.6,4.1,2.9,4.9,5,
216,1,17,12,15,8,2014,82500,57.8,37.6,5.6,6.5,4.4,8.8,
858,1,13,15,11,8,2007,4700,57.8,21,4.1,1.9,4.5,0.9,lean
1322,1,20,16,34,8,2005,3200,57.8,25.5,8.6,9,15.2,8.6,Broken top
1638,1,13,17,33,6,2005,24100,57.8,31.6,8.4,3,7.1,6,
2046,1,12,21,34,11,2011,4400,57.8,29.1,0,0,10.5,2,"Leans South, sweep"
3638,1,13,24,43,8,2005,84900,57.8,37.3,1,3.6,7.5,0,
4366,1,13,28,43,8,2007,92100,57.8,28.1,5.1,4.1,6.2,7.8,
5651,1,12,30,83,10,2011,14100,57.8,22.5,6.9,7.7,6.5,8.2,
5976,1,11,32B,83,7,2009,64800,57.8,28.4,0,6.8,13,12.9,South Radii Guess
6298,1,13,6,53,8,2010,24800,57.8,13.6,0,4.8,17.8,8.4,Big Lean
1292,1,22,16,31,6,2011,24500,57.9,21.6,12,2.5,4.7,9.5,East - guess
3520,1,13,24,31,8,2005,63600,57.9,2.5,3.4,8.9,5.6,6.7,
4272,1,13,28,22,8,2007,72000,57.9,25.7,7.1,8.7,10.2,5.3,
5750,1,11,32A,13,7,2009,7900,57.9,21.8,7.4,0,0,0,Hard Lean NW
175,1,15,12,12,6,2004,61800,58,36,4.1,5.4,5.4,6.1,
448,1,15,12,32,6,2004,63300,58,27.1,2.8,2.2,7.2,4.2,
1305,1,22,16,31,6,2011,53400,58,26.7,10.6,5.3,7.3,4.1,Lean
1750,1,15,20,35,10,2008,25100,58,19.5,12.1,14.8,8.2,0,
3191,1,13,23B,22,8,2011,5200,58,35.4,4,3.8,7.9,5.6,North - guess
3617,1,13,24,43,8,2005,54400,58,10.8,7.9,7.7,12.7,5.5,
4069,1,13,27,33,7,2007,42800,58,19.6,15.1,4.4,1.4,4.3,Leaning to the North
4077,1,13,27,33,7,2007,62800,58,16.2,17.7,8,15,12.9,
4275,1,13,28,22,8,2007,74900,58,25.3,8.2,9.1,13.5,10.5,
5671,1,12,30,83,10,2011,51400,58,27.8,4,6.8,8.5,4.2,Guess South
1353,1,20,16,34,8,2005,84200,58.1,10.1,6.4,6.5,10.5,10.3,
1614,1,13,17,31,6,2005,31500,58.1,13.2,9.7,9.6,13.4,7.4,
2119,1,12,21,34,11,2011,92800,58.1,16,0,1.1,12.4,14.5,Same base as #929
3263,1,13,23B,22,8,2011,64700,58.1,30.8,7.2,1.4,2.4,4,WT
3493,1,13,24,31,8,2005,22100,58.1,5.8,5.5,10.2,6.4,4.9,
3614,1,13,24,43,8,2005,51700,58.1,14.7,4.8,8.5,11.1,3.9,
5844,1,11,32B,72,7,2009,5200,58.1,27,0,15.5,18.2,9.3,
7451,1,22,9,32,9,2008,20800,58.1,15.2,0,7.3,9.1,11.8,
7494,1,22,9,32,9,2008,93200,58.1,18.3,0,0.7,5.6,6,
135,1,17,12,12,8,2014,52800,58.2,15,7.4,5.8,17,4.3,LEAN
507,1,17,12,43,8,2014,74400,58.2,23,4.8,4.4,6.2,7.2,
1093,1,22,16,11,6,2011,72400,58.2,9.7,13.6,12.4,13,9.5,
1372,1,22,16,34,6,2011,41800,58.2,12.1,12.4,7.8,1.6,10,
1471,1,22,16,56,6,2011,13500,58.2,32.2,1.5,1.4,6.3,4.7,
2143,1,12,22,31,8,2014,5100,58.2,29.4,3,2.3,3.8,4.1,
503,1,17,12,43,8,2014,64800,58.3,26.4,8.7,12,19.3,4.9,
1332,1,20,16,34,8,2005,33200,58.3,15.8,6.7,9.4,12.5,8.1,
3266,1,13,23B,22,8,2011,65000,58.3,35.2,5.7,2.8,2.2,5,WT
4003,1,13,27,12,7,2007,91000,58.3,23.7,6.3,5,7.5,4.8,
4063,1,13,27,33,7,2007,22200,58.3,10.6,8.9,9.2,8.2,9,
4452,1,13,28,63,8,2007,24700,58.3,18.6,11,10.9,8.8,7,
5745,1,11,32A,4,7,2009,95000,58.3,36.5,9.5,7.9,5.4,5.7,
5759,1,11,32A,13,7,2009,23200,58.3,33,0,3.1,11.7,8.1,
5893,1,11,32B,73,7,2009,30900,58.3,41.1,8,0,4,8.6,FT
7186,1,22,9,21,9,2008,65000,58.3,34.3,0,0,10.4,0.7,Lean South
212,1,17,12,15,8,2014,63300,58.4,18.3,6.7,9.9,17.3,14.9,
272,1,17,12,23,8,2014,34300,58.4,7.2,9.4,2.6,1,13.6,LEAN
2060,1,12,21,34,11,2011,23600,58.4,32.9,9.6,4.2,7.2,3.3,
5380,1,12,30,21,10,2011,62900,58.4,21.4,10.1,6.8,7.7,4,
5862,1,11,32B,72,7,2009,62800,58.4,13,10.9,13.9,11.9,12.7,
113,1,17,12,12,8,2014,4800,58.5,21.8,4.7,11.3,7.8,6.3,W.GUESS
345,1,15,12,23,6,2004,34200,58.5,34.9,1.5,0,4.3,10.3,
1150,1,20,16,12,8,2005,62300,58.5,9.1,16.5,8.9,10.1,15,
4102,1,13,27,34,7,2007,73300,58.5,25.6,9,10.7,11.9,13.4,
4192,1,13,27,64,7,2007,63500,58.5,31.4,6.8,8.8,10.11,5.3,
4320,1,13,28,31,8,2007,54400,58.5,14.7,15.4,12.3,9.3,13,
7091,1,25,9,21,8,2013,3100,58.5,42.7,7.8,5.6,3.6,4.7,
400,1,17,12,32,8,2014,54300,58.6,33.3,3.8,7.4,8.5,4.4,W.GUESS
436,1,15,12,32,6,2004,34500,58.6,34.9,4.1,3.8,6.4,2.6,
447,1,15,12,32,6,2004,63000,58.6,25.5,6.7,5.3,3.3,4.9,
1938,1,15,20,55,10,2008,95300,58.6,22.5,6.6,5.6,3.9,3.8,
3230,1,13,23B,22,8,2011,34000,58.6,24.1,1.7,9.6,8.1,8.8,
4213,1,13,28,12,8,2007,33200,58.6,27.1,3.3,12.1,4.1,1.1,
4314,1,13,28,31,8,2007,44900,58.6,6,6.9,10.2,7.8,6.1,
5098,1,13,29B,11,7,2011,82600,58.6,27.7,0.7,7.7,4,0,Lean
5698,1,12,30,83,10,2011,93500,58.6,28.9,5.11,3.7,6.2,4.2,
5748,1,11,32A,13,7,2009,4900,58.6,23,8.1,2.5,7.8,9.5,
6223,1,13,6,25,8,2010,14900,58.6,13.8,13.11,11.2,12.9,10.8,
6264,1,13,6,42,8,2010,2200,58.6,6.8,9.6,12.8,13.9,13.4,
7030,1,25,9,14,8,2013,34400,58.6,23.2,9.9,6.7,6.3,5.2,
7389,1,20,9,32,6,2003,4200,58.6,25.5,9.5,12,12.9,10.4,
357,1,15,12,23,6,2004,42900,58.7,19.6,6.1,12.1,8,6.4,
1264,1,20,16,31,8,2005,51600,58.7,38.4,9.9,5.9,5,3.6,"Broken Top, South - guess"
1498,1,22,16,56,6,2011,44500,58.7,15.6,7.7,12.2,13.6,5,Lean
1551,1,13,17,11,6,2005,94300,58.7,17.2,13.3,9.3,6.9,15,Broken top
1603,1,13,17,24,6,2005,65200,58.7,8.3,10.5,6.5,3.8,11.1,
3158,1,13,23B,13,8,2011,75100,58.7,21.4,11.6,4.8,5.9,9.3,
3521,1,13,24,31,8,2005,63700,58.7,20.7,4.6,3.5,1.9,4.4,
5792,1,11,32A,13,7,2009,94800,58.7,36.8,5.3,9.3,6,5.5,Best Guess
5896,1,11,32B,73,7,2009,32700,58.7,36.1,7.3,5,8.1,8.7,BT
7266,1,20,9,23,6,2003,52700,58.7,13.7,10.4,14.9,14.2,7.7,
508,1,17,12,43,8,2014,74900,58.8,20.2,5.4,2,10,9.9,
1476,1,22,16,56,6,2011,14800,58.8,24.4,5.4,4.4,6.7,2.3,
3611,1,13,24,43,8,2005,44900,58.8,28.6,5.2,2.8,4.3,9.8,
5699,1,11,32A,4,7,2009,800,58.8,26.2,0,5.8,18.7,14.7,
7350,1,25,9,32,8,2013,35200,58.8,11.6,15.6,13.2,14.3,15.5,
540,1,15,12,43,6,2004,45100,58.9,22.9,10.1,9.8,5.2,10.7,
1531,1,13,17,11,6,2005,32600,58.9,26.6,4.9,3.1,3.6,3.6,
2144,1,12,22,31,8,2014,5200,58.9,28.8,1.8,7.4,3.2,0.5,
3349,1,13,23B,31,8,2011,25200,58.9,27,4.4,5.9,3.6,2.7,
4382,1,13,28,51,8,2007,22300,58.9,35.3,5.9,4.4,5.5,6.2,
5110,1,13,29B,11,7,2011,94600,58.9,25.8,7.3,6.3,0.7,3.6,
7349,1,25,9,32,8,2013,33500,58.9,34.7,8.7,5.9,7.2,11.2,South -  Guess
1046,1,20,16,11,8,2005,75000,59,18.8,5.1,5.2,13,2.9,Forked top
5383,1,12,30,21,10,2011,64600,59,24.2,5.2,4.9,5.9,6.7,
5654,1,12,30,83,10,2011,23000,59,36.2,1.7,10.5,5.1,1.7,Lean
5864,1,11,32B,72,7,2009,65000,59,29.8,8.1,7.4,5.9,12.6,
495,1,17,12,43,8,2014,54900,59.1,27.9,3.8,4.7,4.1,2.9,
1125,1,20,16,12,8,2005,23900,59.1,6.9,9.8,10,15,11.8,
1894,1,15,20,51,10,2008,83600,59.1,11.7,6.2,8.2,11.3,6.8,
2065,1,12,21,34,11,2011,24400,59.1,30.6,2.7,5.4,7.2,1.3,
5586,1,12,30,81,10,2011,21000,59.1,20.5,0,7,6.6,4.3,Lean
5847,1,11,32B,72,7,2009,21500,59.1,23.4,10.9,16,14.6,4.4,
7051,1,20,9,14,6,2003,13800,59.2,8.5,9.2,14.5,9,7.4,
7136,1,20,9,21,6,2003,24400,59.2,28.2,5.7,5.1,6.6,3.1,
261,1,17,12,23,8,2014,13100,59.3,24.7,,,,,"Water in plot, no measurements"
1912,1,15,20,55,10,2008,41100,59.3,31.1,3,5.8,8.9,0,
7184,1,22,9,21,9,2008,64700,59.3,37.9,7.2,0,2.9,2.8,
7379,1,25,9,32,8,2013,85000,59.3,28,7.4,4.7,5.5,4.6,
122,1,17,12,12,8,2014,25000,59.4,34.4,4.9,0.9,1.6,7.7,BT
512,1,17,12,43,8,2014,85100,59.4,18.2,5.1,10.9,7.4,2.6,
1057,1,22,16,11,6,2011,3000,59.4,32.4,7,2.2,6.3,1.6,
3303,1,13,23B,22,8,2011,93300,59.4,29.8,3.4,6,8.3,2.7,WT
3447,1,13,24,22,8,2005,32300,59.4,13,14,9.6,8.6,9.7,
5841,1,11,32B,72,7,2009,4800,59.4,42.8,9,3.4,3.6,11.7,
5908,1,11,32B,73,7,2009,44400,59.4,15.1,12.2,10.6,4.6,5.6,
7228,1,25,9,23,8,2013,70700,59.4,29.3,4.8,7.3,6.3,8,
7377,1,25,9,32,8,2013,83900,59.4,26,3.7,5.1,1.4,5.3,
389,1,17,12,32,8,2014,32900,59.5,9.2,6.4,12.4,8.4,9.2,
1012,1,20,16,11,8,2005,3000,59.5,32.4,6.5,3.7,6,3.9,Broken top
1669,1,15,20,12,10,2008,54800,59.5,8.5,9.4,10.8,7,7.4,
1852,1,15,20,44,10,2008,83300,59.5,13.6,9.3,5.3,10,10.1,
4087,1,13,27,33,7,2007,84100,59.5,20.3,5.4,11.7,16.8,6.8,
4391,1,13,28,51,8,2007,33500,59.5,42.6,7.1,4.1,5,7.2,
7152,1,20,9,21,6,2003,81400,59.5,17.1,7.5,4.5,5.7,8.5,Broken top
170,1,15,12,12,6,2004,44200,59.6,24.5,3.6,4.6,13,11.6,
239,1,15,12,15,6,2004,43100,59.6,37.9,4.4,3,5.2,6.2,Broken top
366,1,15,12,23,6,2004,63200,59.6,18.8,4.5,7.9,4.2,13.9,
1041,1,20,16,11,8,2005,64200,59.6,15.1,9.8,8.4,9.2,9.5,
1084,1,22,16,11,6,2011,45200,59.6,24.8,3.7,2.6,5,7.2,lean
1188,1,22,16,12,6,2011,52600,59.6,27.1,11.4,15.1,10.2,12.8,
2108,1,12,21,34,11,2011,82800,59.6,32.2,7.5,10.6,8,7.11,FT
4210,1,13,28,12,8,2007,23500,59.6,9.1,12.9,13.6,12.8,7.3,
5577,1,12,30,81,10,2011,10500,59.6,14.5,6.6,5.5,14.8,5.9,Lean
7134,1,20,9,21,6,2003,15200,59.6,27,8.2,5.7,8.3,9.1,
271,1,17,12,23,8,2014,34200,59.7,37,2.4,0.9,7.4,6.8,
279,1,17,12,23,8,2014,41900,59.7,23.7,11,0,-1.9,0,LEAN
426,1,15,12,32,6,2004,12300,59.7,16.1,7.7,15.5,16.7,15.1,
1308,1,22,16,31,6,2011,60800,59.7,40.2,10.6,7.8,0.7,9.9,BT
3294,1,13,23B,22,8,2011,82200,59.7,29.7,7.8,2.9,3.6,11.9,WT
6068,1,13,4,41,7,2009,24700,59.7,12.5,11.9,12.5,1.1,0,FT RMClump
7367,1,25,9,32,8,2013,64800,59.7,24.7,11.6,13.5,8.5,8.6,
3299,1,13,23B,22,8,2011,85200,59.8,28.7,8.4,11.2,7.1,0.9,WT
3432,1,13,23B,31,8,2011,94600,59.8,29.6,3.3,2.9,3.9,3.6,
5598,1,12,30,81,10,2011,42800,59.8,26.7,5.3,8.9,13.9,9.2,
5879,1,11,32B,73,7,2009,4900,59.8,34,5.4,3.2,8.5,13.5,
7448,1,22,9,32,9,2008,12700,59.8,28.1,7.7,12.5,6.6,7.4,
1637,1,13,17,33,6,2005,15200,59.9,32.9,8,8.2,10.2,6.2,
4189,1,13,27,64,7,2007,63000,59.9,26.8,8.1,7.9,2.5,5.3,
4336,1,13,28,31,8,2007,94800,59.9,28.7,7.5,5.6,5.1,9.1,
7097,1,25,9,21,8,2013,13900,59.9,38.9,3.8,6.3,4.5,5.2,
393,1,17,12,32,8,2014,35100,60,31.6,3.8,4.7,10.5,5.2,
4303,1,13,28,31,8,2007,24700,60,11.5,4,12.5,18.8,14.1,Forked top
112,1,17,12,12,8,2014,3500,60.1,15.3,3.4,0.5,11.3,17.7,
259,1,17,12,23,8,2014,12700,60.1,25.9,,,,,"Water in plot, no measurements"
1392,1,22,16,34,6,2011,84200,60.1,10.7,7.7,8.6,13.1,12.1,
1618,1,13,17,31,6,2005,54000,60.1,37.8,7.6,2.6,3.5,5.4,Broken top
3205,1,13,23B,22,8,2011,15100,60.1,28,5.8,7.4,6.4,5.7,"South - guess, WT"
4267,1,13,28,22,8,2007,54700,60.1,25.1,6.8,9.5,5.1,6.8,
5711,1,11,32A,4,7,2009,23500,60.1,34,6.2,4.7,5.4,8.4,
3544,1,13,24,41,8,2005,5100,60.2,38.9,1.5,2.4,5.2,1.7,
7360,1,25,9,32,8,2013,62800,60.2,19.8,9.7,7.8,4.9,7.5,
199,1,17,12,15,8,2014,25100,60.3,15,11.1,11.7,5,9.4,
398,1,17,12,32,8,2014,45000,60.3,18,13.1,9.1,12.6,16.6,
1298,1,22,16,31,6,2011,41700,60.3,10.4,4.8,10,10.3,5.8,
3626,1,13,24,43,8,2005,64900,60.3,49.9,8.5,3.6,2.4,2.6,Broken top
163,1,15,12,12,6,2004,25100,60.4,31.8,9.9,7.6,9.6,2.9,Forked top
542,1,15,12,43,6,2004,52500,60.4,7.1,7.8,10.5,6.2,7,
1116,1,20,16,22,8,2005,13000,60.4,22.4,9,3.6,2.6,4.8,
1241,1,22,16,22,6,2011,81300,60.4,18.2,9.9,14.9,13.4,4.9,
1445,1,20,16,56,8,2005,72600,60.4,10.9,4.5,1.9,3.9,6.1,
4096,1,13,27,34,7,2007,54500,60.4,13,13.1,10.7,13.9,14.4,
5696,1,12,30,83,10,2011,85000,60.4,14.4,7.7,15.6,17.4,10.2,FT
6037,1,13,4,31,7,2009,31100,60.4,10.4,10.2,10.4,8,9.5,
